Timestamp,Memory_Usage_Percent,Memory_Used_GB,Memory_Total_GB
2026-02-18 21:18:01,48.30,123.53,255.69
2026-02-18 21:18:11,48.30,123.45,255.69
2026-02-18 21:18:21,48.20,123.35,255.69
2026-02-18 21:18:31,48.30,123.47,255.69
2026-02-18 21:18:41,48.40,123.68,255.69
2026-02-18 21:18:52,48.30,123.41,255.69
2026-02-18 21:19:02,48.40,123.70,255.69
2026-02-18 21:19:12,48.30,123.42,255.69
2026-02-18 21:19:22,48.40,123.69,255.69
2026-02-18 21:19:32,48.40,123.63,255.69
2026-02-18 21:19:42,48.30,123.48,255.69
2026-02-18 21:19:52,48.20,123.36,255.69
2026-02-18 21:20:02,48.20,123.37,255.69
2026-02-18 21:20:12,48.40,123.82,255.69
2026-02-18 21:20:22,48.30,123.58,255.69
2026-02-18 21:20:32,48.60,124.38,255.69
2026-02-18 21:20:42,48.60,124.32,255.69
2026-02-18 21:20:52,48.60,124.21,255.69
2026-02-18 21:21:02,48.30,123.56,255.69
2026-02-18 21:21:12,48.30,123.47,255.69
2026-02-18 21:21:22,48.40,123.64,255.69
2026-02-18 21:21:32,48.40,123.71,255.69
2026-02-18 21:21:42,48.40,123.66,255.69
2026-02-18 21:21:52,48.60,124.28,255.69
2026-02-18 21:22:02,48.70,124.41,255.69
2026-02-18 21:22:12,48.70,124.40,255.69
2026-02-18 21:22:22,48.70,124.42,255.69
2026-02-18 21:22:32,48.60,124.29,255.69
2026-02-18 21:22:42,48.70,124.47,255.69
2026-02-18 21:22:52,48.70,124.48,255.69
2026-02-18 21:23:02,48.30,123.62,255.69
2026-02-18 21:23:12,48.30,123.56,255.69
2026-02-18 21:23:22,48.40,123.82,255.69
2026-02-18 21:23:32,48.40,123.77,255.69
2026-02-18 21:23:42,48.40,123.74,255.69
2026-02-18 21:23:52,48.30,123.54,255.69
2026-02-18 21:24:02,48.40,123.69,255.69
2026-02-18 21:24:12,48.30,123.52,255.69
2026-02-18 21:24:22,48.40,123.85,255.69
2026-02-18 21:24:32,48.40,123.63,255.69
2026-02-18 21:24:42,48.40,123.83,255.69
2026-02-18 21:24:52,48.30,123.54,255.69
2026-02-18 21:25:02,48.30,123.40,255.69
2026-02-18 21:25:12,48.40,123.80,255.69
2026-02-18 21:25:22,48.50,123.89,255.69
2026-02-18 21:25:32,48.40,123.74,255.69
2026-02-18 21:25:42,48.40,123.81,255.69
2026-02-18 21:25:52,48.40,123.73,255.69
2026-02-18 21:26:02,48.50,123.95,255.69
2026-02-18 21:26:12,48.40,123.80,255.69
2026-02-18 21:26:22,48.40,123.88,255.69
2026-02-18 21:26:32,48.30,123.58,255.69
2026-02-18 21:26:42,48.40,123.73,255.69
2026-02-18 21:26:52,48.40,123.79,255.69
2026-02-18 21:27:02,48.30,123.61,255.69
2026-02-18 21:27:12,48.40,123.78,255.69
2026-02-18 21:27:22,48.40,123.76,255.69
2026-02-18 21:27:32,48.40,123.78,255.69
2026-02-18 21:27:42,48.40,123.80,255.69
2026-02-18 21:27:52,48.40,123.79,255.69
2026-02-18 21:28:02,48.40,123.65,255.69
2026-02-18 21:28:12,48.40,123.76,255.69
2026-02-18 21:28:22,48.30,123.54,255.69
2026-02-18 21:28:32,48.30,123.58,255.69
2026-02-18 21:28:42,48.50,123.89,255.69
2026-02-18 21:28:52,48.40,123.68,255.69
2026-02-18 21:29:02,48.40,123.71,255.69
2026-02-18 21:29:12,48.40,123.85,255.69
2026-02-18 21:29:22,48.30,123.47,255.69
2026-02-18 21:29:32,48.30,123.57,255.69
2026-02-18 21:29:42,48.40,123.69,255.69
2026-02-18 21:29:52,48.30,123.58,255.69
2026-02-18 21:30:02,48.40,123.88,255.69
2026-02-18 21:30:12,48.50,124.08,255.69
2026-02-18 21:30:22,48.60,124.39,255.69
2026-02-18 21:30:33,48.40,123.84,255.69
2026-02-18 21:30:43,48.30,123.60,255.69
2026-02-18 21:30:53,48.30,123.43,255.69
2026-02-18 21:31:03,48.30,123.52,255.69
2026-02-18 21:31:13,48.40,123.87,255.69
2026-02-18 21:31:23,48.40,123.87,255.69
2026-02-18 21:31:33,48.40,123.68,255.69
2026-02-18 21:31:43,48.30,123.60,255.69
2026-02-18 21:31:53,48.40,123.65,255.69
2026-02-18 21:32:03,48.40,123.70,255.69
2026-02-18 21:32:13,48.40,123.72,255.69
2026-02-18 21:32:23,48.40,123.63,255.69
2026-02-18 21:32:33,48.40,123.68,255.69
2026-02-18 21:32:43,48.50,123.89,255.69
2026-02-18 21:32:53,48.40,123.84,255.69
2026-02-18 21:33:03,48.50,123.89,255.69
2026-02-18 21:33:13,48.40,123.84,255.69
2026-02-18 21:33:23,48.40,123.67,255.69
2026-02-18 21:33:33,48.50,123.98,255.69
2026-02-18 21:33:43,48.50,123.89,255.69
2026-02-18 21:33:53,48.40,123.84,255.69
2026-02-18 21:34:03,48.40,123.69,255.69
2026-02-18 21:34:13,48.40,123.75,255.69
2026-02-18 21:34:23,48.40,123.66,255.69
2026-02-18 21:34:33,48.30,123.62,255.69
2026-02-18 21:34:43,48.40,123.74,255.69
2026-02-18 21:34:53,48.40,123.82,255.69
2026-02-18 21:35:03,48.40,123.82,255.69
2026-02-18 21:35:13,48.40,123.79,255.69
2026-02-18 21:35:23,48.40,123.65,255.69
2026-02-18 21:35:33,48.40,123.72,255.69
2026-02-18 21:35:43,48.40,123.78,255.69
2026-02-18 21:35:53,48.30,123.60,255.69
2026-02-18 21:36:03,48.50,123.95,255.69
2026-02-18 21:36:13,48.40,123.85,255.69
2026-02-18 21:36:23,48.30,123.58,255.69
2026-02-18 21:36:33,48.40,123.79,255.69
2026-02-18 21:36:43,48.50,123.97,255.69
2026-02-18 21:36:53,48.50,123.89,255.69
2026-02-18 21:37:03,48.40,123.65,255.69
2026-02-18 21:37:13,48.40,123.76,255.69
2026-02-18 21:37:23,48.40,123.74,255.69
2026-02-18 21:37:33,48.40,123.78,255.69
2026-02-18 21:37:43,48.50,124.02,255.69
2026-02-18 21:37:53,48.40,123.82,255.69
2026-02-18 21:38:03,48.40,123.70,255.69
2026-02-18 21:38:13,48.40,123.78,255.69
2026-02-18 21:38:23,48.30,123.59,255.69
2026-02-18 21:38:33,48.40,123.77,255.69
2026-02-18 21:38:43,48.40,123.79,255.69
2026-02-18 21:38:53,48.40,123.80,255.69
2026-02-18 21:39:03,48.40,123.67,255.69
2026-02-18 21:39:13,48.30,123.45,255.69
2026-02-18 21:39:23,48.30,123.57,255.69
2026-02-18 21:39:33,48.40,123.64,255.69
2026-02-18 21:39:43,48.40,123.80,255.69
2026-02-18 21:39:53,48.40,123.65,255.69
2026-02-18 21:40:03,48.50,123.95,255.69
2026-02-18 21:40:13,48.40,123.67,255.69
2026-02-18 21:40:23,48.30,123.61,255.69
2026-02-18 21:40:33,48.40,123.72,255.69
2026-02-18 21:40:43,48.40,123.70,255.69
2026-02-18 21:40:53,48.40,123.71,255.69
2026-02-18 21:41:03,48.40,123.87,255.69
2026-02-18 21:41:13,48.40,123.76,255.69
2026-02-18 21:41:23,48.40,123.80,255.69
2026-02-18 21:41:33,48.40,123.67,255.69
2026-02-18 21:41:43,48.40,123.66,255.69
2026-02-18 21:41:53,48.40,123.84,255.69
2026-02-18 21:42:04,48.40,123.76,255.69
2026-02-18 21:42:14,48.40,123.78,255.69
2026-02-18 21:42:24,48.50,123.90,255.69
2026-02-18 21:42:34,48.40,123.71,255.69
2026-02-18 21:42:44,48.30,123.59,255.69
2026-02-18 21:42:54,48.40,123.68,255.69
2026-02-18 21:43:04,48.40,123.81,255.69
2026-02-18 21:43:14,48.50,123.97,255.69
2026-02-18 21:43:24,48.40,123.87,255.69
2026-02-18 21:43:34,48.50,123.89,255.69
2026-02-18 21:43:44,48.40,123.77,255.69
2026-02-18 21:43:54,48.40,123.82,255.69
2026-02-18 21:44:04,48.50,123.96,255.69
2026-02-18 21:44:14,48.40,123.83,255.69
2026-02-18 21:44:24,48.50,124.01,255.69
2026-02-18 21:44:34,48.40,123.87,255.69
2026-02-18 21:44:44,48.50,123.89,255.69
2026-02-18 21:44:54,48.40,123.85,255.69
2026-02-18 21:45:04,48.50,123.94,255.69
2026-02-18 21:45:14,48.50,123.89,255.69
2026-02-18 21:45:24,48.50,124.11,255.69
2026-02-18 21:45:34,48.50,123.97,255.69
2026-02-18 21:45:44,48.50,124.09,255.69
2026-02-18 21:45:54,48.40,123.84,255.69
2026-02-18 21:46:04,48.40,123.88,255.69
2026-02-18 21:46:14,48.40,123.80,255.69
2026-02-18 21:46:24,48.50,123.90,255.69
2026-02-18 21:46:34,48.50,124.10,255.69
2026-02-18 21:46:44,48.50,124.03,255.69
2026-02-18 21:46:54,48.50,123.92,255.69
2026-02-18 21:47:04,48.40,123.82,255.69
2026-02-18 21:47:14,48.40,123.79,255.69
2026-02-18 21:47:24,48.40,123.88,255.69
2026-02-18 21:47:34,48.50,124.06,255.69
2026-02-18 21:47:44,48.50,124.05,255.69
2026-02-18 21:47:54,48.50,124.02,255.69
2026-02-18 21:48:04,48.40,123.79,255.69
2026-02-18 21:48:14,48.50,124.05,255.69
2026-02-18 21:48:24,48.40,123.83,255.69
2026-02-18 21:48:34,48.40,123.81,255.69
2026-02-18 21:48:44,48.50,123.98,255.69
2026-02-18 21:48:54,48.50,124.03,255.69
2026-02-18 21:49:04,48.40,123.85,255.69
2026-02-18 21:49:14,48.40,123.67,255.69
2026-02-18 21:49:24,48.50,123.97,255.69
2026-02-18 21:49:34,48.50,124.00,255.69
2026-02-18 21:49:44,48.50,123.97,255.69
2026-02-18 21:49:54,48.40,123.78,255.69
2026-02-18 21:50:04,48.40,123.81,255.69
2026-02-18 21:50:14,48.50,124.03,255.69
2026-02-18 21:50:24,48.40,123.73,255.69
2026-02-18 21:50:34,48.40,123.76,255.69
2026-02-18 21:50:44,48.40,123.77,255.69
2026-02-18 21:50:54,48.50,124.07,255.69
2026-02-18 21:51:04,48.40,123.75,255.69
2026-02-18 21:51:14,48.30,123.60,255.69
2026-02-18 21:51:24,48.50,123.89,255.69
2026-02-18 21:51:34,48.50,124.09,255.69
2026-02-18 21:51:44,48.50,123.94,255.69
2026-02-18 21:51:54,48.30,123.60,255.69
